muid,date,conmatch,matchup,prediction,ttq,conf,venue,team1,t1oe,t1de,t1py,t1wp,t1propt,team2,t2oe,t2de,t2py,t2wp,t2propt,tpro,t1qual,t2qual,gp,result,tempo,possessions,t1pts,t2pts,winner,loser,t1adjt,t2adjt,t1adjo,t1adjd,t2adjo,t2adjd,gamevalue,mismatch,blowout,t1elite,t2elite,ord_date,t1ppp,t2ppp,gameppp,t1rk,t2rk,t1gs,t2gs,gamestats,t1fun,t2fun,results
OaklandOhio St.11-6,11/6/23,Horz at B10,145 Oakland at 29 Ohio St.,"Ohio St. -13.7, 78-64 (90%)",44.53244780034643,0,0,Oakland,104.32324799232846,105.16312174616768,0.4769632703311175,0.0,64.35339484521845,Ohio St.,117.3631700853285,97.4903711073686,0.894114412128172,1.0,78.09512781431393,66.20563524573674,Oakland,,1,"Ohio St., 79-73",66.1875,66.1875,73.0,79.0,Ohio St.,Oakland,68.40359002073038,66.78236014799653,121.61936408083396,103.7138413401766,115.74575763155772,113.65364064349848,1.0,0.0,1.0,0.4414780166374319,0.9301351852901866,738830,1.1029272898961284,1.1935788479697829,1.1482530689329555,145,29,0.8619399807285787,0.5522498666155601,"[u'11/6/2023', 200, u'Oakland', u'Ohio St.', 24, 61, 14, 35, 11, 15, 11, 19, 30, 12, 5, 0, 9, 29, 73, 24, 52, 7, 25, 24, 30, 13, 29, 42, 14, 4, 3, 13, 17, 79, 66.1875, u'', u'Ohio St.', u'Oakland']",0.0974674045000929,0.902532595499907,"['OaklandOhio St.11-6', '11/6/23', 'Ohio St. -19.4, 83-63 (96%)', 63.15928602068766, 82.51537561652752, 73.0, 79.0, 261.0, 40.0, 70.3049180637633, 34.72038907617796]"
WinthropClemson11-6,11/6/23,BSth at ACC,156 Winthrop at 30 Clemson,"Clemson -14.7, 82-67 (91%)",44.48132465421982,0,0,Winthrop,107.46213890580894,109.0310552499168,0.4584254931433196,0.0,67.38234782366712,Clemson,116.5254046355534,96.99857661447344,0.8917989476901707,1.0,82.12892389761137,67.63813365942315,Winthrop,,1,"Clemson, 78-56",68.125,68.125,56.0,78.0,Clemson,Winthrop,68.63949146897424,69.01301777537064,90.81369014979752,101.02614680651256,107.97027148289186,81.97118325886977,1.0,0.0,1.0,0.447459481028669,0.9348222620537618,738830,0.8220183486238533,1.144954128440367,0.98348623853211,156,30,0.22696173196320893,0.9596165557581015,"[u'11/6/2023', 200, u'Winthrop', u'Clemson', 18, 52, 5, 18, 15, 18, 6, 24, 30, 6, 5, 0, 14, 13, 56, 27, 62, 13, 32, 11, 12, 10, 29, 39, 21, 7, 6, 10, 17, 78, 68.125, u'', u'Clemson', u'Winthrop']",0.0931359332720405,0.9068640667279596,"['WinthropClemson11-6', '11/6/23', 'Clemson -16.1, 85-69 (92%)', 68.75113230361987, 84.81640048304526, 56.0, 78.0, 176.0, 37.0, 72.05535947621863, 44.19499055523349]"
Cal St. FullertonSan Diego St.11-6,11/6/23,BW at MWC,152 Cal St. Fullerton at 20 San Diego St.,"San Diego St. -15.2, 76-61 (93%)",44.38032992951351,0,0,Cal St. Fullerton,103.03552075766903,104.42294652500216,0.4616206350207517,0.0,61.17544602934676,San Diego St.,113.11671955061465,91.85606306080918,0.9163893093153846,1.0,76.3493056630475,67.63144468904241,Cal St. Fullerton,,1,"San Diego St., 83-57",76.425,76.425,57.0,83.0,San Diego St.,Cal St. Fullerton,76.61078674173186,77.82443362370495,89.4478665842791,96.8104574445448,104.87044973107804,79.74268303980827,1.0,0.0,1.0,0.3784903047018835,0.9340341372176012,738830,0.745829244357213,1.0860320575727838,0.9159306509649984,152,20,0.28707367439422943,0.9589122307480987,"[u'11/6/2023', 200, u'Cal St. Fullerton', u'San Diego St.', 20, 61, 5, 24, 12, 18, 13, 29, 42, 9, 7, 2, 18, 22, 57, 28, 62, 9, 31, 18, 28, 11, 31, 42, 19, 12, 5, 14, 21, 83, 76.425, u'', u'San Diego St.', u'Cal St. Fullerton']",0.072554910595192,0.927445089404808,"['Cal St. FullertonSan Diego St.11-6', '11/6/23', 'San Diego St. -12.2, 71-59 (90%)', 59.16607313446633, 71.39652029354137, 57.0, 83.0, 130.0, 23.0, 66.88369432291137, 45.6792611466224]"
Texas St.Little Rock11-6,11/6/23,SB at OVC,237 Texas St. at 239 Little Rock,"Little Rock -3.7, 76-72 (64%)",44.201090725950166,0,0,Texas St.,97.69070402460466,105.49662267242542,0.2923425051065629,0.0,71.94046144770807,Little Rock,108.30554165342416,111.2358156686976,0.4238459404652369,1.0,75.64227310038547,69.26943642200742,,,1,"Little Rock, 71-66",74.11250000000001,74.11250000000001,66.0,71.0,Little Rock,Texas St.,71.26371675752968,76.81684466116192,82.11589990780249,94.24730663416082,96.75670496186576,93.50151784465558,1.0,0.0,1.0,0.9007256859387996,0.9670923777413414,738830,0.8905380333951761,0.9580030359251136,0.9242705346601447,237,239,0.170146162071346,0.5971376122090704,"[u'11/6/23', 200, u'Texas St.', u'Little Rock', 24, 62, 5, 23, 13, 22, 21, 32, 53, 14, 2, 4, 22, 23, 66, 22, 59, 5, 18, 22, 29, 10, 21, 31, 11, 8, 4, 12, 18, 71, 74.11250000000001, u'', u'Little Rock', u'Texas St.']",0.3596164869084704,0.6403835130915296,"['Texas St.Little Rock11-6', '11/6/23', 'Little Rock -1.1, 73-72 (55%)', 72.23926376503967, 73.38500237026327, 66.0, 71.0, 217.0, 258.0, 70.08080740311536, 50.285415706895975]"
BrownColgate11-6,11/6/23,Ivy at Pat,187 Brown at 112 Colgate,"Colgate -8.5, 75-66 (80%)",43.70876346166898,0,0,Brown,100.1875489140541,103.78550893780783,0.3999321023477512,0.0,66.04118492641199,Colgate,109.83022079358835,100.85604782137275,0.7271632140109138,1.0,74.50025090746993,68.38572847907831,,,1,"Colgate, 72-70",71.95,71.95,70.0,72.0,Colgate,Brown,74.41711076647432,70.22746227814382,101.32365951523208,94.97456306477577,100.50610473403948,101.99973909204223,1.0,0.0,1.0,0.7146408706180417,0.9479601946226208,738830,0.9728978457261988,1.0006949270326615,0.98679638637943,187,112,0.67790807497517,0.4576900383853761,"[u'11/6/2023', 200, u'Brown', u'Colgate', 25, 61, 10, 29, 10, 22, 14, 26, 40, 12, 8, 7, 15, 17, 70, 25, 52, 6, 18, 16, 22, 5, 31, 36, 12, 8, 3, 14, 21, 72, 71.95, u'', u'Colgate', u'Brown']",0.2000430667108392,0.7999569332891607,"['BrownColgate11-6', '11/6/23', 'Colgate -6.9, 76-69 (75%)', 69.01161155805897, 75.87976302620055, 70.0, 72.0, 141.0, 88.0, 72.47881818789853, 52.52643601137489]"
QueensMarshall11-6,11/6/23,ASun at SB,241 Queens at 160 Marshall,"Marshall -9.0, 84-75 (79%)",43.430276543572106,0,0,Queens,100.0657591285878,108.43669997196103,0.2841641414983194,0.0,75.07968529830156,Marshall,105.44617269500172,101.9757668462681,0.5950428524749386,1.0,84.12926268340344,76.985030742003,,,1,"Marshall, 89-73",80.05,80.05,73.0,89.0,Marshall,Queens,75.20968044313318,76.40579560730026,91.94465204700036,111.89317191262477,108.80732014106836,93.6996479270949,1.0,0.0,1.0,0.8195729202057127,0.96833770744946,738830,0.9119300437226734,1.1118051217988758,1.0118675827607746,241,160,0.09465179624843366,0.8480087605252835,"[u'11/6/2023', 200, u'Queens', u'Marshall', 27, 70, 7, 26, 12, 20, 17, 28, 45, 15, 10, 4, 18, 14, 73, 36, 74, 8, 26, 9, 16, 14, 29, 43, 15, 11, 9, 12, 18, 89, 80.05, u'', u'Marshall', u'Queens']",0.2126959171247735,0.7873040828752265,"['QueensMarshall11-6', '11/6/23', 'Marshall -7.7, 80-73 (76%)', 72.69486215795398, 80.39150950430388, 73.0, 89.0, 198.0, 143.0, 77.05402837075448, 47.74860703934418]"
Northern KentuckyMiddle Tennessee11-6,11/6/23,Horz at CUSA,182 Northern Kentucky at 142 Middle Tennessee,"Middle Tennessee -5.0, 66-61 (71%)",43.27858063425439,0,0,Northern Kentucky,102.99666318966904,106.22681397604342,0.4121414680272039,0.0,61.408757093246,Middle Tennessee,104.46797522461604,99.64287617558244,0.6326987706877464,1.0,66.4015521099815,62.60762304896571,,,1,"Middle Tennessee, 74-57",67.075,67.075,57.0,74.0,Middle Tennessee,Northern Kentucky,71.39149408274037,69.49144408830284,84.886329483272,114.64556225306268,112.74733100595644,82.12225285517565,1.0,0.0,1.0,0.7948638124795013,0.945405213673981,738830,0.8497950055907566,1.1032426388371226,0.9765188222139396,182,142,0.03058684841350587,0.9745389146611767,"[u'11/6/2023', 200, u'Northern Kentucky', u'Middle Tennessee', 22, 51, 3, 14, 10, 17, 12, 25, 37, 9, 7, 3, 18, 20, 57, 25, 59, 10, 27, 14, 17, 10, 20, 30, 12, 10, 4, 12, 18, 74, 67.075, u'', u'Middle Tennessee', u'Northern Kentucky']",0.2892700620242557,0.7107299379757444,"['Northern KentuckyMiddle Tennessee11-6', '11/6/23', 'Middle Tennessee -5.3, 68-63 (72%)', 62.66285858471332, 67.98105562975678, 57.0, 74.0, 149.0, 114.0, 65.2572503847739, 47.37346749156521]"
Morehead St.Alabama11-6,11/6/23,OVC at SEC,214 Morehead St. at 11 Alabama,"Alabama -20.5, 84-64 (96%)",43.21118432993695,0,0,Morehead St.,97.77338813870928,103.4280011747373,0.3437633718785406,0.0,63.82360352173473,Alabama,120.56137885778092,96.53635503678612,0.927959000378979,1.0,84.31718467341523,70.75156932775614,Morehead St.,,1,"Alabama, 105-73",73.5375,73.5375,73.0,105.0,Alabama,Morehead St.,69.00342722565537,76.47062587542852,89.84507289830216,102.75706688986976,119.77930087514706,88.70834918098328,0.8316087429991232,0.1683912570008767,0.8316087429991232,0.3413141690956922,0.9586369104876572,738830,0.9926908040115588,1.4278429372768997,1.2102668706442292,214,11,0.17592122472155602,0.9693327929820447,"[u'11/6/2023', 200, u'Morehead St.', u'Alabama', 27, 62, 7, 23, 12, 19, 13, 16, 29, 7, 6, 3, 15, 25, 73, 32, 57, 10, 23, 31, 38, 14, 26, 40, 16, 13, 3, 13, 17, 105, 73.5375, u'', u'Alabama', u'Morehead St.']",0.0390785087093779,0.960921491290622,"['Morehead St.Alabama11-6', '11/6/23', 'Alabama -18.6, 78-59 (96%)', 59.35494751368936, 77.93700939981524, 73.0, 105.0, 220.0, 19.0, 71.58925794020833, 40.37595681409006]"
Youngstown St.Louisiana Lafayette11-6,11/6/23,Horz at SB,220 Youngstown St. at 164 Louisiana Lafayette,"Louisiana Lafayette -7.0, 80-74 (74%)",42.79724847650712,0,0,Youngstown St.,105.75970346561152,112.4192648807518,0.3313122153704487,0.0,73.5252351928464,Louisiana Lafayette,107.22295082110712,104.10915443074045,0.5839256515649196,1.0,80.49256646683965,69.87045911595551,,,1,"Louisiana Lafayette, 72-62",73.475,73.475,62.0,72.0,Louisiana Lafayette,Youngstown St.,74.40248750498773,71.69383263774746,88.09803854569174,92.42911976808614,88.15680278504098,86.72312799157024,1.0,0.0,1.0,0.826267116747351,0.9607895332829854,738830,0.843824430078258,0.9799251446070092,0.9118747873426336,220,164,0.36542236044614024,0.5470006806700742,"[u'11/6/2023', 200, u'Youngstown St.', u'Louisiana Lafayette', 24, 60, 2, 23, 12, 18, 13, 30, 43, 4, 6, 7, 17, 20, 62, 23, 65, 5, 24, 21, 24, 13, 25, 38, 11, 7, 3, 11, 15, 72, 73.475, u'', u'Louisiana Lafayette', u'Youngstown St.']",0.2609251182940264,0.7390748817059736,"['Youngstown St.Louisiana Lafayette11-6', '11/6/23', 'Louisiana Lafayette -8.0, 81-73 (77%)', 72.70198932840046, 80.73224004510604, 62.0, 72.0, 251.0, 184.0, 72.0277931370086, 38.43560272877326]"
Cleveland St.Duquesne11-6,11/6/23,Horz at A10,186 Cleveland St. at 57 Duquesne,"Duquesne -13.2, 82-68 (88%)",42.43764360664469,0,0,Cleveland St.,103.56701379127222,107.26926928922104,0.4003712945055302,0.0,68.32752517225774,Duquesne,115.76929778266944,100.44698880223704,0.8365318979744925,1.0,81.56541232104335,68.7232410262314,Cleveland St.,,1,"Duquesne, 79-77",70.85,70.85,77.0,79.0,Duquesne,Cleveland St.,71.02392194257264,70.9994667170695,113.55212288647472,100.47883999121709,108.44079413309925,110.13128986257566,1.0,0.0,1.0,0.5660276398186542,0.9478698566642224,738830,1.086803105151729,1.1150317572335922,1.1009174311926606,186,57,0.8032323240133956,0.45564396569733207,"[u'11/6/2023', 200, u'Cleveland St.', u'Duquesne', 28, 64, 9, 20, 12, 19, 15, 26, 41, 10, 7, 6, 12, 25, 77, 26, 62, 9, 27, 18, 33, 17, 26, 43, 17, 5, 2, 11, 20, 79, 70.85, u'', u'Duquesne', u'Cleveland St.']",0.1154169620447315,0.8845830379552684,"['Cleveland St.Duquesne11-6', '11/6/23', 'Duquesne -12.7, 80-68 (88%)', 67.76988264467288, 80.47770344473008, 77.0, 79.0, 168.0, 54.0, 71.19080648134903, 44.35012470443437]"
Eastern WashingtonUtah11-6,11/6/23,BSky at P12,217 Eastern Washington at 39 Utah,"Utah -18.0, 88-70 (93%)",42.31250247370265,0,0,Eastern Washington,104.70526592587848,111.03194917312504,0.3374477698396617,0.0,70.2991248216589,Utah,113.01976533226834,95.39343787404324,0.8754312295623967,1.0,88.3212605539448,73.6426167418676,Eastern Washington,,1,"Utah, 101-66",79.13749999999999,79.13749999999999,66.0,101.0,Utah,Eastern Washington,77.2531785252567,75.99810174919315,86.27506792796756,107.703643944831,109.63187312054625,78.60230581231278,0.9240330805545298,0.0759669194454701,0.9240330805545298,0.4871153976818235,0.9597376905528314,738830,0.8339914705417787,1.2762596746169643,1.0551255725793716,217,39,0.07234646285261165,0.9786758816722388,"[u'11/6/2023', 200, u'Eastern Washington', u'Utah', 25, 66, 9, 30, 7, 11, 8, 20, 28, 18, 8, 0, 15, 29, 66, 32, 58, 11, 25, 26, 38, 12, 36, 48, 18, 10, 6, 16, 13, 101, 79.13749999999999, u'', u'Utah', u'Eastern Washington']",0.0675752088358775,0.9324247911641224,"['Eastern WashingtonUtah11-6', '11/6/23', 'Utah -14.6, 80-65 (91%)', 65.04165230082411, 79.59936956856801, 66.0, 101.0, 202.0, 51.0, 72.0245516747541, 40.44433629100671]"
BellarmineWashington11-6,11/6/23,ASun at P12,197 Bellarmine at 62 Washington,"Washington -13.5, 81-67 (89%)",40.99390082692827,0,0,Bellarmine,103.8958476825056,108.65630243636193,0.3739732200261378,0.0,67.31475933414234,Washington,112.57181073210386,98.10105711623822,0.8295330791385003,1.0,80.78356096800876,69.10424676692891,Bellarmine,,1,"Washington, 91-57",74.69999999999999,74.69999999999999,57.0,91.0,Washington,Bellarmine,71.30476264403299,78.18106610323257,90.19334763786776,105.55329286884763,109.35698197480548,85.16281396698271,1.0,0.0,1.0,0.5783459721039491,0.953102788348105,738830,0.7630522088353415,1.2182061579651944,0.9906291834002678,197,62,0.14082030738361476,0.9466273056259602,"[u'11/6/2023', 200, u'Bellarmine', u'Washington', 21, 61, 7, 23, 8, 11, 10, 18, 28, 12, 7, 0, 20, 16, 57, 36, 58, 10, 20, 9, 13, 7, 29, 36, 19, 10, 5, 16, 13, 91, 74.69999999999999, u'', u'Washington', u'Bellarmine']",0.109337057702696,0.8906629422973039,"['BellarmineWashington11-6', '11/6/23', 'Washington -12.2, 77-65 (88%)', 64.91170725359162, 77.08786809553507, 57.0, 91.0, 189.0, 68.0, 67.38258421091342, 39.03608386890861]"
Texas SouthernNew Mexico11-6,11/6/23,SWAC at MWC,231 Texas Southern at 47 New Mexico,"New Mexico -17.6, 85-67 (94%)",40.909231212300064,0,0,Texas Southern,98.46415132156088,105.59781352365304,0.3090917254279787,0.0,67.00859773445647,New Mexico,114.65937729770616,97.4225243551218,0.8668565165803445,1.0,84.57801999008412,73.09022980252863,Texas Southern,,1,"New Mexico, 92-55",76.92500000000001,76.92500000000001,55.0,92.0,New Mexico,Texas Southern,72.67440763183784,76.9091201072395,73.57465180433398,91.72336125241178,99.59432997633397,72.79632446045142,0.8844704176952685,0.1155295823047315,0.8844704176952685,0.506215365065075,0.9644605152591316,738830,0.7149821254468637,1.1959701007474812,0.9554761130971724,231,47,0.07340801207738594,0.97352074006588,"[u'11/6/2023', 200, u'Texas Southern', u'New Mexico', 20, 68, 5, 24, 10, 19, 11, 26, 37, 9, 5, 9, 12, 20, 55, 30, 67, 10, 23, 22, 27, 13, 40, 53, 20, 9, 5, 9, 17, 92, 76.92500000000001, u'', u'New Mexico', u'Texas Southern']",0.0642951982653728,0.9357048017346272,"['Texas SouthernNew Mexico11-6', '11/6/23', 'New Mexico -15.6, 86-70 (91%)', 69.91680704458942, 85.50274025500491, 55.0, 92.0, 195.0, 51.0, 74.30139565846191, 43.39911769345082]"
Jackson St.Memphis11-6,11/6/23,SWAC at Amer,236 Jackson St. at 38 Memphis,"Memphis -19.2, 87-68 (95%)",40.906779102964094,0,0,Jackson St.,100.65840395639074,108.65564665120355,0.2933463107032706,0.0,68.17713873963447,Memphis,113.17017931157412,95.34899787035248,0.8776661036433172,1.0,87.34879190160753,74.3256842675883,Jackson St.,,1,"Memphis, 94-77",82.3125,82.3125,77.0,94.0,Memphis,Jackson St.,78.40891020147028,80.26217263483088,91.88590173417172,92.48019277469628,96.32265162139542,87.03921684038097,0.8845452498604683,0.1686395858800931,0.8845452498604683,0.4819570311664078,0.966937764728242,738830,0.935459377372817,1.1419893697798025,1.03872437357631,236,38,0.48147370348751795,0.7623241953536771,"[u'11/6/2023', 200, u'Jackson St.', u'Memphis', 29, 63, 10, 30, 9, 12, 11, 26, 37, 13, 7, 6, 23, 19, 77, 34, 67, 11, 28, 15, 23, 10, 24, 34, 21, 15, 4, 16, 14, 94, 82.3125, u'', u'Memphis', u'Jackson St.']",0.0546968823374371,0.9453031176625628,"['Jackson St.Memphis11-6', '11/6/23', 'Memphis -18.9, 84-65 (95%)', 65.23875480634626, 84.13387221248222, 77.0, 94.0, 224.0, 31.0, 74.7203806393053, 41.737753041483124]"
Arkansas St.Wisconsin11-6,11/6/23,SB at B10,188 Arkansas St. at 37 Wisconsin,"Wisconsin -14.8, 79-64 (92%)",40.36627843374683,0,0,Arkansas St.,105.48461791459071,109.30245278183938,0.3991837056499041,0.0,64.00111253599053,Wisconsin,113.8190352539266,95.84740014573006,0.8782865044692135,1.0,78.75222993592733,66.23451649387735,Arkansas St.,,1,"Wisconsin, 105-76",81.4625,81.4625,76.0,105.0,Wisconsin,Arkansas St.,85.82865668021968,80.59023888326271,103.6317752835982,116.98612062764728,121.8202066747273,94.16383573064536,1.0,0.0,1.0,0.4805113459609821,0.9481138685027708,738830,0.932944606413994,1.2889366272824918,1.110940616848243,188,37,0.19878109168037578,0.9507979130688935,"[u'11/6/2023', 200, u'Arkansas St.', u'Wisconsin', 24, 59, 4, 21, 24, 33, 10, 18, 28, 7, 7, 0, 17, 21, 76, 39, 60, 6, 12, 21, 30, 7, 26, 33, 17, 7, 3, 14, 24, 105, 81.4625, u'', u'Wisconsin', u'Arkansas St.']",0.0843105352247404,0.9156894647752596,"['Arkansas St.Wisconsin11-6', '11/6/23', 'Wisconsin -14.4, 74-60 (92%)', 59.849544319425256, 74.25858698671692, 76.0, 105.0, 175.0, 32.0, 66.31261709994898, 39.97893912464915]"
New Mexico St.Kentucky11-6,11/6/23,CUSA at SEC,248 New Mexico St. at 12 Kentucky,"Kentucky -23.5, 90-67 (97%)",40.30208917687608,0,0,New Mexico St.,101.9776814152538,110.70019848188812,0.2801285580641907,0.0,66.62569471873071,Kentucky,120.71538758194151,96.84966067215582,0.926434745233612,1.0,90.14664044534668,70.58376686438656,New Mexico St.,,1,"Kentucky, 86-46",69.7,69.7,46.0,86.0,Kentucky,New Mexico St.,68.54368955976065,69.32292953150908,57.98338708997032,69.59880530898435,75.89549859288417,55.06765094431628,0.7073876256611578,0.2926123743388422,0.7073876256611578,0.3464089267964745,0.9689429405505292,738830,0.6599713055954088,1.2338593974175036,0.9469153515064562,248,12,0.10911675609945054,0.9756159951663221,"[u'11/6/2023', 200, u'New Mexico St.', u'Kentucky', 18, 56, 5, 23, 5, 5, 6, 27, 33, 10, 2, 2, 18, 16, 46, 32, 65, 9, 29, 13, 19, 11, 32, 43, 17, 13, 3, 6, 11, 86, 69.7, u'', u'Kentucky', u'New Mexico St.']",0.0299739344959262,0.9700260655040738,"['New Mexico St.Kentucky11-6', '11/6/23', 'Kentucky -19.5, 83-63 (96%)', 63.4823381001416, 82.95556148567059, 46.0, 86.0, 211.0, 16.0, 69.74168370346669, 40.17930206680319]"
Northern ArizonaConnecticut11-6,11/6/23,BSky at BE,268 Northern Arizona at 3 Connecticut,"Connecticut -26.0, 86-60 (98%)",40.06166692561518,0,0,Northern Arizona,98.6157265549869,108.8206098613348,0.2437175441837062,0.0,60.385325677858944,Connecticut,118.94176792789754,91.78291480880064,0.9517033143088244,1.0,86.35131058713976,69.80551036169432,Northern Arizona,,1,"Connecticut, 95-52",68.5875,68.5875,52.0,95.0,Connecticut,Northern Arizona,69.12771735348834,67.30257553859798,54.94249095873903,67.71585962513743,74.01395811725686,51.13567727189488,0.5840284597497638,0.4159715402502362,0.5840284597497638,0.2530177909600103,0.9741425919266112,738830,0.7581556406050665,1.3850920357207943,1.0716238381629304,268,3,0.08287699660911219,0.9859691900753905,"[u'11/6/2023', 200, u'Northern Arizona', u'Connecticut', 20, 59, 3, 15, 9, 16, 9, 18, 27, 8, 4, 4, 11, 24, 52, 32, 57, 7, 25, 24, 37, 15, 35, 50, 15, 5, 10, 9, 19, 95, 68.5875, u'', u'Connecticut', u'Northern Arizona']",0.0160906505082114,0.9839093494917884,"['Northern ArizonaConnecticut11-6', '11/6/23', 'Connecticut -24.4, 85-61 (98%)', 60.73172263785526, 85.13452802752475, 52.0, 95.0, 256.0, 3.0, 69.51444602061764, 37.88408575204591]"
FIUUCF11-6,11/6/23,CUSA at B12,233 FIU at 96 UCF,"UCF -12.2, 80-68 (87%)",39.94940289944978,0,0,FIU,100.02615402762132,107.34513075773458,0.3074429798465821,0.0,67.52317857805448,UCF,106.56059722797453,96.8662827596992,0.7496781685602617,1.0,79.7160312207343,72.9177050476995,,,1,"UCF, 85-62",77.5625,77.5625,62.0,85.0,UCF,FIU,75.95289311480612,74.99113827699674,86.44704010808121,107.51266605400718,106.72690808997224,83.71613916632346,1.0,0.0,1.0,0.6902764940919972,0.964724588992214,738830,0.7993553585817889,1.095890410958904,0.9476228847703464,233,96,0.07530747015745798,0.9422788504926016,"[u'11/6/2023', 200, u'FIU', u'UCF', 17, 47, 4, 18, 24, 32, 9, 21, 30, 10, 11, 2, 24, 18, 62, 31, 62, 7, 24, 16, 23, 13, 24, 37, 16, 16, 5, 18, 21, 85, 77.5625, u'', u'UCF', u'FIU']",0.1290935168067811,0.8709064831932188,"['FIUUCF11-6', '11/6/23', 'UCF -9.2, 73-64 (82%)', 64.11755310603716, 73.31397498838298, 62.0, 85.0, 194.0, 101.0, 70.23105735823243, 41.68568661994597]"
LongwoodSt. Bonaventure11-6,11/6/23,BSth at A10,196 Longwood at 104 St. Bonaventure,"St. Bonaventure -8.7, 71-63 (82%)",39.851375616478926,0,0,Longwood,100.54245656842993,104.96316161783136,0.3787546204022831,0.0,62.61472077211221,St. Bonaventure,109.25418902958894,100.13202166159614,0.7315808356054511,1.0,71.32289662091392,65.07591595108914,,,1,"St. Bonaventure, 73-69",65.3125,65.3125,69.0,73.0,St. Bonaventure,Longwood,68.07517630039719,66.47635709157856,111.16082386509024,106.33949018139586,110.686783653577,110.7070426074622,1.0,0.0,1.0,0.7100549469625291,0.9521837804642588,738830,1.0564593301435408,1.1177033492822968,1.0870813397129186,196,104,0.624788887675615,0.49947383834439785,"[u'11/6/2023', 200, u'Longwood', u'St. Bonaventure', 24, 61, 3, 17, 18, 25, 21, 24, 45, 8, 4, 2, 13, 14, 69, 27, 59, 11, 31, 8, 10, 8, 21, 29, 17, 3, 6, 10, 18, 73, 65.3125, u'', u'St. Bonaventure', u'Longwood']",0.1827993581806231,0.8172006418193768,"['LongwoodSt. Bonaventure11-6', '11/6/23', 'St. Bonaventure -11.6, 72-61 (88%)', 60.90184079367623, 72.45463530245846, 69.0, 73.0, 215.0, 80.0, 67.75099087042858, 37.242704901674955]"
Nicholls St.Tulane11-6,11/6/23,Slnd at Amer,250 Nicholls St. at 111 Tulane,"Tulane -13.7, 88-74 (88%)",39.81125536924946,0,0,Nicholls St.,101.76957070625758,110.66143287625124,0.276220216226387,0.0,74.06275737221918,Tulane,110.0449907824134,101.01359107009604,0.728058313227316,1.0,87.73415372950421,75.3821364439003,,,1,"Tulane, 91-81",76.2125,76.2125,81.0,91.0,Tulane,Nicholls St.,70.07605902319901,75.90982063667748,112.2737519767429,111.52502781623606,110.90377504663527,111.4397436422197,1.0,0.0,1.0,0.7137189734033816,0.9695233671697384,738830,1.0628177792356897,1.1940298507462686,1.128423814990979,250,111,0.5192273480528261,0.486142900750488,"[u'11/6/2023', 200, u'Nicholls St.', u'Tulane', 31, 64, 10, 28, 9, 20, 15, 28, 43, 13, 5, 3, 18, 22, 81, 33, 65, 8, 30, 17, 23, 9, 25, 34, 17, 13, 4, 9, 15, 91, 76.2125, u'', u'Tulane', u'Nicholls St.']",0.1247626213561919,0.8752373786438081,"['Nicholls St.Tulane11-6', '11/6/23', 'Tulane -15.5, 87-71 (91%)', 71.06129401910682, 86.52112853589092, 81.0, 91.0, 276.0, 106.0, 77.15146150626032, 36.042545154394645]"
